"citation_id","study_id","response_id","experiment","cond_name","cond_type","cond_purpose","cond_exp_units_count","cond_exp_units_count_source","cond_obs_units_count","cond_obs_units_count_source","cond_treatment_provider_exp","cond_treatment_provider_exp_detail","cond_treatment_provider_obs","cond_treatment_provider_obs_detail","cond_treatment_provider_num","cond_treatment_provider_num_source","cond_treatment_groups_exp","cond_treatment_groups_exp_detail","cond_treatment_groups_obs","cond_treatment_groups_obs_detail","cond_treatment_groups_num","cond_treatment_groups_num_source","cond_comments"
"111566074","111566074","28876","1","HPV screening arm","Treatment","Hybrid Capture 2 screening method","118217","2, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111566074","111566074","28876","1","primary cytology screening","Control","The triage method for HPV-positive","118313","2, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565953","111565953","28784","1","Business-as-Usual: Current program, Intervention Intensity: Healthy home assessment, Scaling Up: Offer to everyone","Treatment","Survey prompt that varied the conditions of the hypothetical experiment","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565953","111565953","28784","1","Business-as-Usual: No program, Intervention Intensity: Healthy home assessment, Scaling Up: Offer to everyone","Treatment","Survey prompt that varied the conditions of the hypothetical experiment","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565953","111565953","28784","1","Business-as-Usual: Current program, Intervention Intensity: Healthy home assessment, Scaling Up: Apply for more funding","Treatment","Survey prompt that varied the conditions of the hypothetical experiment","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565953","111565953","28784","1","Business-as-Usual: No program, Intervention Intensity: Healthy home assessment, Scaling Up: Apply for more funding","Treatment","Survey prompt that varied the conditions of the hypothetical experiment","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565953","111565953","28784","1","Business-as-Usual: Current program, Intervention Intensity: Lead test kits, Scaling Up: Offer to everyone","Treatment","Survey prompt that varied the conditions of the hypothetical experiment","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565953","111565953","28784","1","Business-as-Usual: No program, Intervention Intensity: Lead test kits, Scaling Up: Offer to everyone","Treatment","Survey prompt that varied the conditions of the hypothetical experiment","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565953","111565953","28784","1","Business-as-Usual: Current program, Intervention Intensity: Lead test kits, Scaling Up: Apply for more funding","Treatment","Survey prompt that varied the conditions of the hypothetical experiment","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565953","111565953","28784","1","Business-as-Usual: No program, Intervention Intensity: Lead test kits, Scaling Up: Apply for more funding","Treatment","Survey prompt that varied the conditions of the hypothetical experiment","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569861","111569861","26911","1","enhanced care","Treatment","TAU but with personal feedback from psychologist","102","243, Figure 1",NA,NA,"Yes","trained PhD-level psychologist",NA,NA,"2",NA,"No",NA,NA,NA,NA,NA,"trained  PhD-level psychologist (JC, AK). I think JC and AK are the psychologists and the authors"
"111569861","111569861","26911","1","treatment as usual","Control","Self help stop smoking materials","102","243, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568457","111568457","28973","1","treatment","Treatment","learning exercises with practice exercises","2017","285, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568457","111568457","28973","1","control","Control","learning exercises without practice exercises","1984","285, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568476","111568476","28354","1","pre-trained Collaborative Reasoning","Treatment","Offered explicit training with example on collaborative reasoning","1","351, Participants","15","351, Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568476","111568476","28354","1","scripted Collaborative Reasoning","Treatment","Given framework on collaborative reasoning","1","351, Participants","15","351, Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568476","111568476","28354","1","mixed Collaborative Reasoning","Treatment","training and framework for collaborative reasoning","1","351, Participants","16","351, Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111575576","111575576","28851","1","Identity Project curriculum","Treatment","Classroom Curriculum which targeted ethnic-racial identity exploration and resolution","4","380, Procedures","142","5, Fig. 1 (Umaña-Taylor et al. 2018a)","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111575576","111575576","28851","1","attention control condition","Control","Academic Success curriculum focusing on jobs","4","380, Procedures","134","5, Fig. 1 (Umaña-Taylor et al. 2018a)","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111565421","111565421","28974","1","STEM-EDELCY","Treatment","Classroom instruction Lesson plan with developed by researchers","3","141, Procedure","95","140, Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111565421","111565421","28974","1","5E-learning cycle","Treatment","Classroom instruction Lesson plan with developed by Bybee 2015","3","141, Procedure","95","140, Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111565421","111565421","28974","1","guided inquiry","Treatment","Classroom instruction Lesson plan developed by 2014","3","141, Procedure","95","140, Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111564877","111564877","28224","1","metacognitive training","Treatment","digital training program on metacognitive","40","841, Trainings",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111564877","111564877","28224","1","source credibility training","Control","digital training program on Source Credibility","40","841, Trainings",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568460","111568460","28323","1","parents getting personalized information about the academic content their child missed while absent","Treatment","Parents get a post card if their child misses school","62","269, Figure 2","2712","269, Figure 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568460","111568460","28323","1","Business as usual","Control","No change if standard absent policy","63","269, Figure 2","3162","269, Figure 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111566227","111566227","28852","1","Trust/Respects report to therapist","Treatment","Therapist gets report about patient respect towards therapist","121","343, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111566227","111566227","28852","1","No Trust/Respects report to therapist","Control","Therapist does not get report about patient respect towards therapist","112","343, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111577569","111577569","28785","1","KiVa","Treatment","school wide intervention including universal elements & elements targeted towards bullies","11","615, Abstract","1588","621, Fig 1","Yes","accredited KiVa trainers (authors JH and SC)","No",NA,"2","4, Intervention (Clarkson et al. 2016) Protocoal indicated that trainers work with different schools","No",NA,"No",NA,NA,NA,NA
"111577569","111577569","28785","1","Waitlist Business as Usual","Control","Business as Usual","11","615, Abstract","1892","621, Fig 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570692","111570692","28681","1","Cognitive immunization enhancement","Treatment","After doctor report told medical diagnoses are uncertain","20","3, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111570692","111570692","28681","1","Cognitive immunization inhibition","Treatment","After doctor report told medical diagnoses are certain","20","3, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111570692","111570692","28681","1","Control condition","Control","Just given doctor report","20","3, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571581","111571581","28524","1","Good Behavior Game (GBG)","Treatment","Team based game in the classroom to reward good behavior","38","Fig A.4, Supplemental Material","1560","Fig A.4, Supplemental Material","Yes","Trained GBG coaches","No","teachers or education professionals and were trained by the program developers","38","Each school had a coach 11. How well (planned) (GBG_evalutation_report)","No",NA,"Yes","Students were put into teams that are gender-balanced and heterogeneous in behavior and academic ability.","Not Reported",NA,NA
"111571581","111571581","28524","1","usual provision","Control","Business as usual condition","39","Fig A.4, Supplemental Material","1524","Fig A.4, Supplemental Material","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570610","111570610","28975","1","TRE","Treatment","Time-restricted eating","11","111, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111570610","111570610","28975","1","Non-TRE","Control","Not Time-restricted eating","9","111, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111577508","111577508","28877","1","standard care + NRT sampling","Treatment","Standard of care + two-week supplies of nicotine patches and lozenges in uniform doses","12","1358, Abstract (Carpenteretal.,2020)","593","2, Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111577508","111577508","28877","1","standard care","Control","Standard of care","10","1358, Abstract (Carpenteretal.,2020)","652","2, Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570161","111570161","28775","1","ICAT-BED","Treatment","emotion-focused psychotherapy uniquely aims to increase awareness of momentary emotion","56","7, Table 2",NA,NA,"Yes",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111570161","111570161","28775","1","CBTgsh","Treatment","first-line treatment option aiming to normalize eating patterns","56","7, Table 2",NA,NA,"Yes",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569991","111569991","28853","1","Secondary Fluency Routine Intervention","Treatment","Classroom engaged with SFR for approximately 10 minutes at the beginning of class daily","3","255, Participants and context","22","255, Participants and context","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111569991","111569991","28853","1","Control Classrooms","Control","no instructional differences existed, aside from the SFR","3","255, Participants and context","17","255, Participants and context","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111571223","111571223","27228","1","Bandebereho (rolemodel) intervention","Treatment","couples' intervention, a gender-transformative program for men and couples to promote men's engagement in reproductive and maternal health","575","1497, Fig 1",NA,NA,"Yes","Community volunteers who led group sessions",NA,NA,"48 max","Calculated from size of group sessions, 7  (Doyle  et al., 2018)","Yes","15 small group sessions of critical reflection and dialogue",NA,NA,"48","Calculated from size of group sessions, 7  (Doyle  et al., 2018)",NA
"111571223","111571223","27228","1","Control","Control","No group intervention","624","1497, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571340","111571340","27798","1","Intervention","Treatment","Assigned a Big Brothers  and Big Sisters of America (BBBS) Mentor trained in Take Change!","98","1418, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"There are treatment providers but mentoring was one on one."
"111571340","111571340","27798","1","Usual Care","Control","received usual post-visit care,  which included written recommendations and suggestions for follow-up care","90","1418, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567731","111567731","28216","1","Professional Development with Supporting strategic writers curriculum","Treatment","Professional Development to teach Supporting strategic writers curriculum","10","819,  Sites and Instructors","111","820, Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,"Coaching was given to professors to help with fidelity was author's stated that it was intentionally not part of treatment"
"111567731","111567731","28216","1","Business as usual","Control","Teaching as usual","9","819,  Sites and Instructors","96","820, Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111571307","111571307","28787","1","Intervention group 1","Treatment","Sequence of 3 messages that randomly varied","191*","3, Table 1 (not baseline, supplemental info has the number but not uploaded)",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571307","111571307","28787","1","Intervention group 2","Treatment","Sequence of 3 messages that randomly varied differently then group 1","195*","3, Table 1 (not baseline, supplemental info has the number but not uploaded)",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571307","111571307","28787","1","Control group","Control","saw basic information about cervical screening","89*","3, Table 1 (not baseline, supplemental info has the number but not uploaded)",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573762","111573762","28788","1","Fully branded, No Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111573762","111573762","28788","1","Fully branded, Canadian Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111573762","111573762","28788","1","Fully branded, US Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111573762","111573762","28788","1","Limited branding (coloured background), No Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111573762","111573762","28788","1","imited branding (coloured background), Canadian Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111573762","111573762","28788","1","Limited branding (coloured background), US Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111573762","111573762","28788","1","Limited branding (white background), No Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111573762","111573762","28788","1","Limited branding (white background), Canadian Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111573762","111573762","28788","1","Limited branding (white background), US Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111573762","111573762","28788","1","Plain packaging (white background, no branding), No Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111573762","111573762","28788","1","Plain packaging (white background, no branding), Canadian Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111573762","111573762","28788","1","Plain packaging (white background, no branding), US Warning","Treatment","images of pack of joints with certain characteristics","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total size is  45,378"
"111571758","111571758","28976","1","PROSPER partnership delivery system","Treatment","Family and school focused intervention on substance use","14","2249, Fig. 1 (Spoth et al., 2017)","188","1267, Fig 1","No",NA,"Yes","Community team of individuals deciding what treatment procedure to follow","14","2250, PROSPER partnership delivery system","No",NA,"No",NA,NA,NA,"A subsample follow up from the original experiment"
"111571758","111571758","28976","1","usual-programming conditions","Control","Business as usual","14","2249, Fig. 1 (Spoth et al., 2017)","209","1267, Fig 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568161","111568161","28880","1","sham surgery","Control","simple laparotomy without transection of jejunum and stomach","11","2961, Randomization",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568161","111568161","28880","1","weight-matched (WM) calorie restriction","Treatment","calorie restriction to match weight of RYGB group","8","2961, Randomization",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568161","111568161","28880","1","Roux-en-Y gastric by pass surgery","Treatment","jejuno-gastric anastomosis, the mid jejunum was connected with a very small gastric pouch and the other end of the cut jejunum was anastomosed to the lower jejunum","11","2961, Randomization",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111576847","111576847","29052","1","Personalized cognitive counseling","Treatment","standard counseling + Personalized cognitive counseling","50","3207, Randomization and Enrollment",NA,NA,"Yes","study counselors trained to deliver PCC",NA,NA,"Not Reported","3207, Intervention and Control Follow‑up Procedures","No",NA,NA,NA,NA,NA,NA
"111576847","111576847","29052","1","Standard Counseling","Control","standard HIV counseling","50 (randomized) + 53 (matched)","3207, Randomization and Enrollment",NA,NA,"Yes","study counselors trained to deliver PCC",NA,NA,"Not Reported","3207, Intervention and Control Follow‑up Procedures","No",NA,NA,NA,NA,NA,NA
"111577995","111577995","28214","1","The Family Check-Up","Treatment","Home visit with Family check up interview and feedback","364","459, Fig.1",NA,NA,"Yes","Training and Certified parent consultant",NA,NA,"Not reported","460, The Family Check-Up","No",NA,NA,NA,NA,NA,"Detail about parent consultants was in original study"
"111577995","111577995","28214","1","Control","Control","Home visit without The Family Check-Up","367","459, Fig.1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567615","111567615","29129","1","repeated mirror exposure (intervention group_","Treatment","Participant stood in front of three-wing full body mirror guided by psychologist to pay attention to treatment","37","615, Participants",NA,NA,"Yes","psychologists who lead guided mirror exposure",NA,NA,"3","616, Mirror Exposure","No",NA,NA,NA,NA,NA,NA
"111567615","111567615","29129","1","wait list control group","Control","Waitlist to get treatment later","35","615, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567722","111567722","28355","1","Irrelevant-behavior control","Control","completing a survey about consumer behaviors that were unrelated to health","450","359, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567722","111567722","28355","1","Relevant-behavior control","Control","completing the same questionnaire as those in intervention","454","359, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567722","111567722","28355","1","mono-priority intervention","Treatment","participants prioritize one behavioral health goal","424","359, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567722","111567722","28355","1","dual-priority intervention","Treatment","participants prioritize two behavioral goals","474","359, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565484","111565484","28531","1","researchers provided professional development (RPD)","Treatment","researcher supported professional development sessions and led teacher study team meetings","26","292, Research Design","1603","294, Calculated from Table 2","Yes","Research team members","Yes","Research team member coordinating teacher study meetings","Not Reported",NA,"No",NA,"Yes","Teacher study meetings after school led by research coordinators","4 meeting sessions throughout the school year","295, STRIVE PD",NA
"111565484","111565484","28531","1","school personnel provided professional development (SPD)","Treatment","researcher supported professional development sessions with school-based leaders leading the teacher study team meetings","28","292, Research Design","1862","294, Calculated from Table 2","No",NA,"Yes","School staff member coordinating teacher study meetings","28","294, Coordinators","No",NA,"Yes","Teacher study meetings after school led by school coordinators","4 meeting sessions throughout the school year","295, STRIVE PD",NA
"111565484","111565484","28531","1","Business as usual (BAU)","Control","Business as usual condition","27","292, Research Design","1307","294, Calculated from Table 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111569212","111569212","27080","1","Group cognitive remediation therapy (CRT) + behavioral weight loss(BWL)","Treatment","8 weekly, 120-min group sessions focus on addressing issues of executive dysfunctions in obesity","134","697, Figure 1",NA,NA,"Yes","CRT:  two master’s level female clinical psychologists ~ BWL: egistered dietitians & master’s level clinical psychologists",NA,NA,"CRT: 2 ~ BRT: Not Reported","698, Treatment ~ 696, Participants","Yes","CRT:  8 weekly, 120-min group sessions with 6-10  patients ~ BWL: 6-12 group and up to 6 individual sessions of nutritional  counseling; 40-48 group exercise sessions; and 10-12 group and  up to 6 individual sessions of behavior therapy",NA,NA,"CRT: 12-24 ~ BWL: Not reported","Calculated by sample size and group size range",NA
"111569212","111569212","27080","1","behavioral weight loss (BWL)","Control","The control group did not CRT but","136","697, Figure 1",NA,NA,"Yes","BWL: registered dietitians & master’s level clinical psychologists",NA,NA,"BRT: Not Reported","696, Participants","Yes","BWL: 6-12 group and up to 6 individual sessions of nutritional  counseling; 40-48 group exercise sessions; and 10-12 group and  up to 6 individual sessions of behavior therapy",NA,NA,"BWL: Not reported",NA,NA
"111570011","111570011","28848","1","Thompson Scholars Learning Communities TSLC","Treatment","Comprehensive college transition programs and scholarship","712","847, Table 2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111570011","111570011","28848","1","College Opportunity Scholarship COS","Control","Only received scholarship","444","847, Table 2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111574026","111574026","28881","1","nicotine/normal  apparatus","Treatment","Vaping told there is nicotine with normal apparatus","Not reported, 127 total","2, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111574026","111574026","28881","1","nicotine/altered sensorimotor apparatus","Treatment","Vaping told there is nicotine with altered apparatus","Not reported, 127 total","2, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111574026","111574026","28881","1","non-nicotine/  normal apparatus","Treatment","Vaping told there is no nicotine with normal apparatus","Not reported, 127 total","2, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111574026","111574026","28881","1","non-nicotine/altered sensorimotor apparatus","Treatment","Vaping told there is no nicotine with altered apparatus","Not reported, 127 total","2, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569030","111569030","28412","1","Group 1","Control","naive normal diet","5","3, 2.1 Animals",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569030","111569030","28412","1","Group 2","Treatment","type 2 diabetic group","5","3, 2.1 Animals",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569030","111569030","28412","1","Group 3","Treatment","vitamin D treatment","5","3, 2.1 Animals",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569030","111569030","28412","1","Group 4","Treatment","DHCR7 inhibitor group","5","3, 2.1 Animals",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569030","111569030","28412","1","Group 5","Treatment","simvastain treatment","5","3, 2.1 Animals",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568108","111568108","29130","1","intervention group","Treatment","regular consultations with the doctors and received a theory driven mobile health intervention through a smartphone application","248","3907, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568108","111568108","29130","1","control group","Control","regular consultations with the doctors without smartphone application","247","3907, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571605","111571605","28539","1","High 5s Program","Treatment","small-group math enrichment experience with regular kindergarten instruction","320","388, Sample",NA,NA,"Yes","Club Facilitators lead math clubs",NA,NA,"24","385, Club Facilitators","Yes","Students attended Math clubs within schools",NA,NA,"79","384, The High 5s Program",NA
"111571605","111571605","28539","1","kindergarten-as-usual","Control","regular kindergarten instruction","335","388, Sample",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567610","111567610","28356","1","gain self","Treatment","participants shown message that presents social distancing as a gain of health to yourself","50","632, Design and Sample",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567610","111567610","28356","1","gain others","Treatment","participants shown message that presents social distancing as a gain of health to others","54","632, Design and Sample",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567610","111567610","28356","1","loss self","Treatment","participants shown message that presents social distancing as a way to prevent loss to oneself","53","632, Design and Sample",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567610","111567610","28356","1","loss others","Treatment","participants shown message that presents social distancing as a way to prevent loss to others","53","632, Design and Sample",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567610","111567610","28356","2","gain self","Treatment","participants shown message that presents social distancing as a gain of health to yourself","54","635, Design and Sample",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567610","111567610","28356","2","gain others","Treatment","participants shown message that presents social distancing as a gain of health to others","46","635, Design and Sample",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567610","111567610","28356","2","loss self","Treatment","participants shown message that presents social distancing as a way to prevent loss to oneself","51","635, Design and Sample",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567610","111567610","28356","2","loss others","Treatment","participants shown message that presents social distancing as a way to prevent loss to others","54","635, Design and Sample",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111566176","111566176","28931","1","growth theory-of-interest materials","Treatment","Qualtrics delivered material","Not reported","580 total sample size 864, Procedure",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111566176","111566176","28931","1","study skills materials","Control","Qualtrics delivered material","Not Reported","580 total sample size 864, Procedure",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578213","111578213","27115","1","Green Dot violence prevention program","Treatment","education on active bystander behaviors to reduce risk of violene","13","437, Fig 1","10725","437, Fig 1","No",NA,"Yes","Educators teaching treatment in school within rape crisis centers","28","436, Methods","No",NA,"No",NA,NA,NA,"Assuming educators worked within Rape Crisis Centers and did not cross school boundaries"
"111578213","111578213","27115","1","Control","Control","no  bystander-based intervention training","13","437, Fig 1","10081","437, Fig 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568390","111568390","29055","1","collaborative planning","Treatment","Collaborative exercise planning routine","79","4, Figure 1","158","Calculated by multiplying by experimental times 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568390","111568390","29055","1","dyadic planning","Treatment","Collaborative exercise planning routine with the target person forming the plan with the assistance of partner","83","4, Figure 1","166","Calculated by multiplying by 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568390","111568390","29055","1","individual planning","Treatment","target person and partners asked to form plans individually","82","4, Figure 1","164","Calculated by multiplying by 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568390","111568390","29055","1","control condition","Control","educational procedure without plans","76","4, Figure 1","152","Calculated by multiplying by 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111569887","111569887","26875","1","Narrative Exposure Therapy for Forensic Offender Rehabilitation (FORNET)","Treatment","Individual and group therapy","224","145, Figure 1",NA,NA,"Yes","therapists who gave individual therapy and led group sessions",NA,NA,"Not reported",NA,"Yes","group contained four clients to provide a supportive enviroment",NA,NA,"43","Calculated from 173/4 which is the number of units who received treatment",NA
"111569887","111569887","26875","1","Treatment as Usual","Control","In charge of their own treatment. Many sought guidance from friends","224","145, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
