"citation_id","study_id","response_id","pub_journal","pub_year","pub_number_experiments","pub_primary_secondary","pub_primary_secondary_source","pub_comments","experiment","exp_pop","exp_pop_source","exp_level_random","exp_level_random_source","exp_exp_unit","exp_obs_unit","exp_random_procedure","exp_random_procedure_source","exp_treatment_cond_num","exp_treatment_cond_num_source","exp_comments","dep_present","dep_types","dep_describe","dep_comments","partial_type","partial_type_detail","partial_standardization","partial_diversity","partial_standardization_diversity_source","partial_assign","partial_assign_type","partial_assign_detail","partial_assign_source","partial_size","partial_size_avg","partial_size_min","partial_size_max","partial_comments","analytical_outcome","analytical_goal","analytical_statistical_analysis","analytical_statistical_analysis_source","analytical_outcome_type","analytical_repeated","analytical_hierarchcial","analytical_crossclassified","analytical_multimembership","analytical_partial_cluster","analytical_other","analytical_dep_detail","analytical_partial_cluster_assign","analytical_partial_cluster_assign_source","analytical_comments","journal_type","partial_nest","partial_class","exp_treatment_provider_percent","exp_treatment_group_percent","obs_treatment_provider_percent","obs_treatment_group_percent","Score"
"111566900","111566900","27823","Journal of Educational Research","2023","1","First publication of the study’s results","207, Participants and Settings",NA,"1","fifth grade students receiving tier two interventions within a multi-tiered system of support","206, Abstract","Individual","208, Design","Students",NA,"Block/Stratified","208, Design","2","208, Design","Blocks were matched pairs, Refer to design as quasi-experimental but they do formally randomized within matched pairs.","Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pretest, midtest, posttest ~ Hierarchical Clustering: Students nested under pairs which was the blocking variable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"% correct on math items related to rational number concepts","Total Effect estimation","MANCOVA with controlling for Fraction Number Line Estimation pretest on each time points and repeated measures MANCOVA to understand change overtime","212, Rational number skills","Continuous","Other","Ignored",NA,NA,NA,NA,NA,NA,NA,"Ignored that students were matched pairs in the blocking variable.","Education","No-PN",NA,NA,NA,NA,NA,42
"111572076","111572076","28382","Preventive Medicine","2022","1","First publication of the study’s results","1-2 Introduction",NA,"1","caregivers of children aged 6 months to 11  years old and health care workers","1, Abstract","Individual","2, 2.2. Survey experiment","Respondents",NA,"Complete/Ratio","2, 2.2. Survey experiment","2","2, 2.2. Survey experiment",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,13
"111570010","111570010","27841","Journal of Research on Educational Effectiveness","2021","1","First publication of the study’s results","773,  A Project to Enhance Parental Involvement in Child Literacy in Tanzania","Previous studies done with the data that were not a evaluation but observational studies","1","grade 2 children in Tanzania","774, The Present Study","Mix","776, Figure 1","School (for one school randomization was done at the classroom level)","Student","Block/Stratified","775, Participants","2","775, Participants","The author's do not state that randomization was blocked  but between the two treatment conditions the same number of private and public schools appear.","Yes","Partially Nested Clusters,Hierarchical clustering,Repeated measures","Repeated measures: Pre, post, and follow-up measures ~ Hierarchical clustering: Students nested in schools/classroom nested in district ~ Partially Nested Clusters: Parents and teachers were trained by interventionists",NA,"Treatment Provider","Treatment Provider: Faculty of Education, Open  University of Tanzania, employees trained teachers and parents following manuals","Yes","No","778, Intervention","No","Natural (Non-Random)","Not Described",NA,"No",NA,NA,NA,NA,"reading decoding, reading fluency, reading comprehension scores","Total Effect estimation","analyzed scores on the outcome variables, making use of multilevel modeling because data are hierarchically structured at three levels: measurements (level 1)  are nested within students (level 2), which in turn are nested within schools (level 3)","780,  Statistical Analysis","Continuous","Random effects","Random effects,Ignored",NA,NA,"Ignored",NA,"Hierarchical clusters: Schools were nested in district but with only three districts the authors chose to ignore districts level.","No",NA,NA,"Education","PN","Complex-PNRD",0,0,0.5,0,83
"111565404","111565404","29149","Journal of Educational Research","2024","1","First publication of the study’s results","399, Study design",NA,"1","secondary students’ in Granada","399, Participants","Cluster","399, Randomization","School Center","Student","Complete/Ratio","399, Randomization","2","403, Fig 1",NA,"Yes","Hierarchical clustering,Partially Nested Clusters,Repeated measures","Repeated measures: Pre and Post test ~ Hierarchical clustering: Students nested in classroom nested in school center ~ Partially Nested Clusters: Students in treated classroom put into teams",NA,"Group Setting","Group Setting: Students formed teams within treated classrooms","No","No",NA,"No","Natural (Non-Random)","Not Described","399, Intervention","Yes",NA,"3","4",NA,"minutes of Moderate-to-vigorous physical activity & minutes of physical activity &number of steps, yes or no achieving weekly physical activity recommendation","Total Effect estimation","Multilevel Linear Model with participants nested within classes and measures nested within participants ~  Mcnemar’s test for categorical variable","401, Statistical analysis","Continuous,Nominal category","Random effects","Random effects,Ignored",NA,NA,"Ignored",NA,"hierarchical clusters: Treated random at classroom but not at school site since there was only 1 school site per treatment arm","No",NA,NA,"Education","PN","Observational Group CRD",0,0,0,0.5,44
"111565508","111565508","28221","Journal of Research on Educational Effectiveness","2024","1","First publication of the study’s results","598, Participants",NA,"1","first-year university students within a large Dutch university","568, Participants","Individual","569, Research Design","Student",NA,"Block/Stratified","569, Research Design ~ They state that randomization was done at the student level and that students were nested within courses so block is the course.","2","569, Research Design",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated measures: ore test and 2 post tests ~ Hierarchical Clustering: Students nested in course nested in college",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Course Credits, Dropout Rates,  Psychological Variables","Total Effect estimation","multilevel logistic regression analyses with a logit model in MLwiN for drop out. continuous multilevel models controlling for covariates for Psychological and Course credits","572, Estimating Treatment Effects on Course Credits ~ 573, Estimating Treatment Effects on Dropout Rates ~  573 Estimating Treatment Effects on Psychological Variables","Continuous,Nominal category","Other","Random effects,Fixed effects",NA,NA,NA,NA,"hierarchical clusters: Fixed at the college level and random at the course level",NA,NA,"Repeated measures post tests were analysed separately","Education","No-PN",NA,NA,NA,NA,NA,60
"111565460","111565460","28541","Journal of Research on Educational Effectiveness","2024","1 (3 cohorts)","First publication of the study’s results","985, Sample","The author conducted a experiment with 3 cohorts and state they have 3 experiments. They analysis the data as 1 block randomized experiment","1","Spanish-speaking first graders struggling with reading","978, Abstract","Individual","985, Study Design","Student",NA,"Block/Stratified","985, Study Design","2","985, Study Design",NA,"Yes","Hierarchical clustering,Partially Nested Clusters,Repeated measures","Repeated measures: Pre test and Post Test ~ Hierarchical Clustering: Students nested in Schools ~ Partially Nested clusters: Treatment students working with tutors",NA,"Treatment Provider","Treatment Provider: Highly trained bilingual teacher providing one on one tutoring to students","Yes","No","983, Training","No","Natural (Non-Random)","Not Described",NA,"Yes","4",NA,NA,"The study does not describe how many tutors there are or if they were shared between schools. They do described that DLL teachers closely communicate to district and school staff","15 reading outcome measures","Total Effect estimation","two-level hierarchical linear models random effects for the school level intercept and the treatment slope.","989, Intent-to-Treat Impact Analyses","Continuous","Other","Random effects",NA,NA,"Ignored",NA,NA,"No",NA,"Repeated Measure: Pre were conditioned on","Education","PN","Treatment Provider IRD",0.5,0,NA,NA,8
"111568495","111568495","28223","Journal of Research on Educational Effectiveness","2022","1","First publication of the study’s results","84,  Setting and Population for the Study",NA,"1","first-time-in-college students recruited from  five community colleges in Texas","84,  Setting and Population for the Study","Individual","84,  Setting and Population for the Study","Student",NA,"Block/Stratified","88,  Recruitment and Randomization Processes","2","88,  Recruitment and Randomization Processes",NA,"Yes","Hierarchical clustering","Students nested in cohort nested in college",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 academic outcomes related to enrollment and taking and passing English Comp 1","Total Effect estimation","intent-to-treat regression with college by cohort fixed effects","88,  Statistical Approach to Estimation of Treatment Effects","Continuous",NA,"Fixed effects",NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,23
"111565411","111565411","28510","Journal of Educational Research","2024","1","First publication of the study’s results","380, Participants",NA,"1","8th Grade students","380, Participants","Individual","380, Method","Participant",NA,"Block/Stratified","381, Randomization and grouping","2","381, Randomization and grouping","Randomization done within classroom and assignment to partner was done based on ranking on pretest","Yes","Partially Nested Clusters,Repeated measures","Repeated Measures: Pre and Post Test ~ Partially Nested Clusters: Students in treatment worked within dyads and those in control did not",NA,"Group Setting","Students in treatment were assigned partner based on their reading pre-test score ranks such that there was a strong reader and weak reader in the dyad","No","Yes","381, Randomization and grouping","No","Matching","Students were ranked by their pre test oral reading score. The ranks were split in half such that the highest score in the first half was paired with the highest score in the second half.","381, Randomization and Grouping","Yes","2","2","2","Each dyad also got different reading passages to match their reading level so there is variation in dyads on pre test score and treatment variation","Reading fluency~ science reading comprehension~ social studies reading comprehension","Total Effect estimation","analyses of covariance controlling for pre test","382, Analyses","Continuous","Other",NA,NA,NA,"Ignored",NA,NA,"No","Partial cluster (dyad) assignment was ignored","Pre tests were controlled with post test treated as the outcome","Education","PN","Grouped IRD",0,0.5,NA,NA,55
"111566355","111566355","28610","Addictive Behaviors","2024","1","Based on data that have been previously published","1, Abstract",NA,"1","full-time undergraduate students following a first-time alcohol-related policy violation","2, Participants","Individual","2, Procedures","Student",NA,"Simple/Probability","842, Figure 1 (Carey et al., 2024)","2","2, Procedures","The authors do not explicitly say simple random assignment was done but sample sizes do not match in each condition so assumed to be simple","Yes","Repeated measures","Repeated Measures: Baseline, 3 month, 9 month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hypothetical evaluations","Total Effect estimation,Moderation/effect heterogeneity","All substantive statistical analyses were performed using HLM  7.01 program","3, Data Analysis","Continuous","Random effects,Robust variance estimation",NA,NA,NA,NA,NA,"Repeated measures: Random intercept model was used and robust standard errors were reported",NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,17
"111571176","111571176","28716","Preventive Medicine","2022","1","First publication of the study’s results","3, Trial participants",NA,"1","smoker and non-smoker pregnant and newly postpartum women","3, Trial participants","Individual","3, Trial participants","Participant",NA,"Block/Stratified","3, Trial participants","2","2, Fig 1",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated measures: 2 measures during pregnancy and  6 measures postpartum (varied by outcome) ~ Hierarchical clustering: Participants nested under clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Late antepartum smoking abstinence and birth outcomes","Total Effect estimation","repeated measurements were analyzed using generalized-estimating  equations utilizing a logistic-link function with treatment condition ~ repeated measurements used linear-  mixed models","4, Statistical methods","Continuous,Nominal category","Random effects,Generalized estimating equations","Ignored",NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,57
"111567682","111567682","28208","Journal of Educational Psychology","2022","1","First publication of the study’s results","897, Present Study",NA,"1","high school students enrolled in government class","898, Students","Cluster","898, Schools","Schools","Students","Block/Stratified","898, Schools","2","898, Schools","Matched pair design","Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pre and post test ~ Hierarchical clustering: Students nested in teachers nested in schools",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graded score from seven constructed-response items designed to assess aspects of Civic  Online Reasoning","Total Effect estimation","multilevel linear mixed model to test the difference in pre- to posttest  scores. Also used robust lmm that are robust to outliers.","901, Analysis","Continuous","Other","Random effects",NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,1
"111576604","111576604","28847","Preventive Medicine","2020","1","First publication of the study’s results","2, Methods",NA,"1","bowel scope screening-eligible men and women who had not responded to their initial BSS invitation","1, Abstract","Individual","3, Participants","Participant",NA,"Complete/Ratio","3, Participants","2","4, Fig 1",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,65
"111571536","111571536","28207","Journal of Educational Psychology","2020","1","First publication of the study’s results","4, Design and Procedure",NA,"1","Students enrolled in an introductory physics  course at a large mid-Atlantic U.S. university","4, Participants","Individual","4,  Design and Procedure","Students",NA,"Other","4,  Design and Procedure","3","4,  Design and Procedure","Randomization was done with Qualtrics survey system, unclear how Qualtrics does randomization","Yes","Repeated measures","Repeated measures: 3 time points, baseline (session 1) and session 2 and session 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perceptions of cost questionnaire, Perceptions of utility value questionarie","Total Effect estimation,Mediation,Moderation/effect heterogeneity","linear regression with orthogonal contrast codes in Mplus Version 7, with full infor mation maximum likelihood estimation used to address missing  data. Interactions for moderation and path analysis for mediation","7-8,  Analysis Strategy","Continuous","Other",NA,NA,NA,NA,NA,NA,NA,NA,"Post tests were analyzed separately","Education","No-PN",NA,NA,NA,NA,NA,57
"111566942","111566942","28206","Journal of Educational Research","2023","1","First publication of the study’s results","350, Methodology",NA,"1","Grade 7 Sama students enrolled during School Year 2020 2021 in a high school in Tawi-Tawi","350, Methodology","Individual","350, Methodology","Students",NA,"Other","350, Methodology","2","350, Methodology","Systematic random  sampling based on students’ mathematics grades based used for random assignment","Yes","Repeated measures","Repeated Measures: Pre test and post test taken on several variables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"test of mathematical thinking and subtests of knowing, applying, reasoning, mathmatical thinking","Total Effect estimation","T tests at pre and at post","351, Effects of modular instruction on students’  mathematical thinking","Continuous","Other",NA,NA,NA,NA,NA,NA,NA,NA,"Pre and post used t test at each time point separately","Education","No-PN",NA,NA,NA,NA,NA,4
"111571587","111571587","28321","Journal of Research on Educational Effectiveness","2020","1","First publication of the study’s results","187, Current Study and Research Questions",NA,"1","pre-kindergarten classroom teachers and children","177, Abstract","Cluster","187. Current Study and Research Questions","Teachers","Teachers & Children","Block/Stratified","189, Recruitment and Random Assignment","2","189, Recruitment and Random Assignment",NA,"Yes","Hierarchical clustering","Hierarchical clustering: Children nested in teacher nested in care center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 teacher outcomes related to teacher quality ~ 6 children outcomes average up to the teacher level.","Total Effect estimation,Mediation","FIML estimation regression controlling for child and teacher covariates","197, Research Question 1","Continuous",NA,"Means as outcomes",NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,51
"111565447","111565447","28249","Journal of Research on Educational Effectiveness","2024","1","First publication of the study’s results","99, The Present Study",NA,"1","kindergarten and first grade students","94, Abstract","Individual","101, Study Design","Students",NA,"Block/Stratified","101, Study Design","2","101, Study Design",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pre and post test ~ Hierarchical Clustering: Students nested in classrooms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REMA numeracy and REMA geometry scores",NA,"Linear regression controlling for pretest and having interaction with pretest. Found insignificant ICC.","107, The Prediction of Posttest Numeracy, The Prediction of Posttest Geometry","Continuous","Other","Other",NA,NA,NA,NA,NA,NA,NA,"Repeated measures: Pretests was controlled for ~ hierarchical clusters ICC was found to be near 0 so clusters were ignored","Education","No-PN",NA,NA,NA,NA,NA,34
"111577581","111577581","26877","Prevention Science","2020","1","Based on data that have been previously published","693, Participants","This sample is a subset of data from an RCT.","1","Families with at least one parent deployed to Afghanistan and/or iraq since 2001","693, Recruitment","Individual","693, Study Design","Family",NA,"Complete/Ratio","693, Study Design","2","693, Study Design",NA,"Yes","Partially Nested Clusters","Partially Nested Clusters: Families in treatment received treatment in group settings",NA,"Treatment Provider,Group Setting","Facilitators taught treatment in groups at community centers","Yes","No","590, (Gewirtz et al. 2018)","No","Natural (Non-Random)","Weekly 2-h meetings were held in convenient community locations","693, Study Design","Yes",NA,"6","15","Size of group was described in the original study","Parenting Latent Outcome","Total Effect estimation,Moderation/effect heterogeneity","a  measurement model was estimated for the parenting con structs. Fourth, the intent-to-treat (ITT) intervention effect on  parenting outcome as well as the moderation effect by VF  were estimated in structural models","695, Analyses","Continuous,Other",NA,NA,NA,NA,"Ignored",NA,NA,"No",NA,"Outcome was analyses following a measurement model","Health","PN","Grouped IRD",0.5,0.5,NA,NA,81
"111571617","111571617","28511","Journal of Research on Educational Effectiveness","2020","1","First publication of the study’s results","655, Research Aims",NA,"1","elementary school students transitioning to middle school","652, Abstract","Individual","659, Random Assignment","Student",NA,"Block/Stratified","659, Random Assignment","2","659, Random Assignment",NA,"Yes","Hierarchical clustering","Hierarchical Clustering: Students nested in schools",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Average GPA for 2-4 quarters after treatment","Total Effect estimation,Moderation/effect heterogeneity","OLS multiple regression model controlling for student level covariates and school fixed effects","662, Analytic Approach","Continuous",NA,"Fixed effects",NA,NA,NA,NA,NA,NA,NA,"Schools were the randomization blocks and treated as fixed","Education","No-PN",NA,NA,NA,NA,NA,29
"111571582","111571582","28337","Journal of Research on Educational Effectiveness","2020","1","First publication of the study’s results","277, Research Design",NA,"1","third-grade students in need of supplemental vocabulary instruction","277, Teacher Nomination and Enrollment Process ~ 278, Students","Individual","278, Students","Students",NA,"Complete/Ratio","278, Students","2","278, Students",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pre and Post Test ~ Hierarchical clustering: students nested in classroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 vocabulary and reading measures","Total Effect estimation","linear regression analyses controlling for pretest and student and teacher demographics","288, Data Analyses","Continuous","Other","Robust variance estimation,Random effects",NA,NA,NA,NA,"hierarchical clusters: Random effect at the classroom level with MLR robust standard errors",NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,50
"111567006","111567006","28324","Journal of Educational Psychology","2022","1","First publication of the study’s results","1895, Footnote",NA,"1","Wisconsin school system employees during the COVID-19 pandemic","1899, The Present Study","Individual","1899, The Present Study","Participants",NA,"Simple/Probability","1901, Study Design and Participants","2","1900, Figure 2",NA,"Yes","Repeated measures","Repeated Measures: 6 time points of outcome measurements",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"psychological distress","Total Effect estimation","linear-mixed effects models (time nested within participants) with maximum likelihood estimation","1903, Statistical Analyses","Continuous","Random effects",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,49
"111568351","111568351","27280","Journal of Educational Psychology","2021","1","First publication of the study’s results","4, Method",NA,"1","Second-grade students","4, Method","Individual","4, Method","Students",NA,"Block/Stratified","5,  Students and Inclusion Criteria","2","4, Method","Blocks were pairs of students with same TEMI-PM Composite scores within classrooms","Yes","Partially Nested Clusters,Hierarchical clustering,Repeated measures","Repeated Measures: Pre and Post Test measures,  Hierarchical clustering: Students nested within classrooms, Partially Nested Clusters: Interventionists taught small groups of 5 students nested within classrooms.",NA,"Treatment Provider,Group Setting","Treatment Provider & Group Setting: Each treatment provider led one group within each classroom.","Yes","Yes","5, Interventionists ~ 6,  Professional Development","No","Randomized within Blocks/Strata","Each classroom had a Treatment Provider that led a group of 5 students randomly assigned to treatment. We know what the group the control students what have been assigned to.","5,  Students and Inclusion Criteria","Yes","5","5","5",NA,"Four mathematics outcome measures","Total Effect estimation,Moderation/effect heterogeneity","We tested the initial efficacy of the PM-2 intervention using a  mixed Time 3 Condition analysis designed to account for students  (unit of random assignment) nested within small groups in the  treatment condition and not nested in the control condition","8, Statistical Analysis","Continuous","Random effects","Ignored",NA,NA,"Random effects",NA,NA,"No","10, Table 3","Differences in partial clusters represent between classroom, between provider variability. They ignore this variability in their models. Published negative variances in their model.","Education","PN","Grouped IRD",0.5,0.5,NA,NA,49
"111567005","111567005","29143","Journal of Educational Psychology","2022","1","First publication of the study’s results","1835, Participants",NA,"1","undergraduates enrolled in a first-year introductory educational psychology course or second-year introductory statistics course at a large northeastern public university in the United States","1835, Participants","Individual","1836, Data Collection Procedure","Participants",NA,"Complete/Ratio","1835, Design","3","1835, Design",NA,"No",NA,NA,"There is repeated measures pre and post test but are different measures of the same construct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,1
"111565457","111565457","28353","Journal of Research on Educational Effectiveness","2024","1","First publication of the study’s results","753, Targeting, Sampling, and Randomization",NA,"1","children aged 4 attending kindergarten","746, Abstract","Cluster","753, Targeting, Sampling, and Randomization","classroom","children","Other","753, Targeting, Sampling, and Randomization","2","753, Targeting, Sampling, and Randomization","Randomization was done with rand function in excel. Rand spits out random standard uniform numbers so unclear how that is used for randomization","Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pre test, post test ~ Hierarchical clustering: students nested in classes nested in school",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardized vocabulary score, Shared book reading frequency (nominal categories)","Total Effect estimation,Moderation/effect heterogeneity","OLS regression models with robust standard errors clustered at the school level","756, Modeling","Continuous,Nominal category","Other","Robust variance estimation",NA,NA,NA,NA,NA,NA,NA,"Repeated Measures pre tests were controlled for.","Education","No-PN",NA,NA,NA,NA,NA,23
"111566206","111566206","28336","Journal of Educational Psychology","2022","1","First publication of the study’s results","735, The Present Study",NA,"1","Preschool children age 4 years 1 month to 6 years 8 months","732, Abstract","Individual","736, Participants","Children",NA,"Block/Stratified","736, Participants","2","736, Participants",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pre test and Post Test ~ Hierarchical clustering: Students nested in intervention reading groups",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 measures of Patterning Ability & a numerical ability score","Total Effect estimation","regression analyses controlling for pre test and other covariates","738, Analytic Approach","Continuous","Other","Other",NA,NA,NA,NA,NA,NA,NA,"repeated measures: handled by conditioning on pre test ~ hierarchical clusters: Observed low ICC (.06) for intervention reading groups and decided to ignore that clustering","Education","No-PN",NA,NA,NA,NA,NA,43
"111569911","111569911","28542","Journal of Educational Psychology","2021","1","First publication of the study’s results","250, First Section",NA,"1","Kindergarten students at risk for reading problems","250, Participants","Individual","250, Participants","Student",NA,"Block/Stratified","250, Participants","2","251, Figure 1",NA,"Yes","Hierarchical clustering,Partially Nested Clusters,Repeated measures","Repeated measures: Multiple measurements depending on the outcome",NA,"Treatment Provider","Treatment Provider: Non professional tutors (parents, older students, volunteers) assisted students navigate the digital program","No","Yes","253-254, Intervention","No","Natural (Non-Random)","Tutors were often the student's parent  in grade 1 and in grade 2 were mostly tutored by volunteer, teaching assistant or an older student","253-254, Intervention","No",NA,NA,NA,NA,"Word-reading accuracy ~ Word-reading fluency.","Total Effect estimation,Moderation/effect heterogeneity","repeated measures ANOVA","256, Main Outcomes: Word-Reading Accuracy and Fluency","Continuous","Other","Other,Ignored",NA,NA,"Ignored",NA,"hierarchical clusters: ICC were tested for school and found to be  nonsignificant and of low value for the outcomes <0.1 they chose to ignore ICC","No",NA,"Repeated Measures were treated with ANOVA framework with a within subject factor of Time/Occasion","Education","PN","Treatment Provider IRD",0.5,0,NA,NA,53
"111576971","111576971","28379","Obesity","2020","1","First publication of the study’s results","1869, Study Design",NA,"1","young women with overweight","1868, Abstract","Individual","1869, Study Design","Participant",NA,"Complete/Ratio","1869, Study Design","3","1869, Diet Protocols","Randomization was done using graphpad","Yes","Repeated measures","Repeated Measures: Baseline measure and Post treatment measure with 3 repeated measures inbetween",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Body Weight, Fat mass, glucose, ketones","Total Effect estimation","one-way ANOVA with Bonferroni post hoc correction","1871, Statistical Analysis","Continuous","Other",NA,NA,NA,NA,NA,NA,NA,NA,"Repeated measures: Change in pre and post were analysis between diets","Health","No-PN",NA,NA,NA,NA,NA,20
"111565729","111565729","28381","Obesity","2024","1","First publication of the study’s results","1911, Methods",NA,"1","nulliparous female baboons fetal liver sample","1910, Abstract","Individual","1912, Animal Model","Baboons",NA,"Block/Stratified","1912, Animal Model","2","1911, Animal Model",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,3
"111572987","111572987","28380","Obesity","2022","1","First publication of the study’s results","876, Study Design and Participants",NA,"1","patients with obesity who underwent Roux-en-Y gastric bypass (RYGB) or sleeve gastrectomy (SG) surgery","875, Study design and participants","Individual","876, Procedures","Participant",NA,"Simple/Probability","875-876, Procedures","2","875, Procedures","Authors stated randomization was 2:1 but sample sizes in Consort diagram do not seem to be exactly 2:1 so I think it is probability","Yes","Repeated measures","Repeated Measures: Bassline and week 20 and week 32 is outcome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Measured Resting Energy Expenditure  (REE), ratio of measured and Harris- Benedict REE, Harris-Benedict REE, Fat Mass, Fat Free Mass","Total Effect estimation","linear mixed models with repeated measures of the two end points, accounting for correlations between repeated  measures on the same individuals","876, Statistical analysis","Continuous","Random effects",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,83
"111573410","111573410","28543","Obesity","2020","1","First publication of the study’s results","1869, Study Design",NA,"1","young females with overweight","1868, Obesity","Individual","1869, Study design","Participant",NA,"Complete/Ratio","1869, Study design","3","1869, Study design",NA,"Yes","Repeated measures","Repeated Measures: Pre (Basal) and Post (Postdiet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Body weight,  Body mass index, Fat mass, Glucose levels,  beta hydroxybutyrate (BHB)","Total Effect estimation,Other","repeated measures two-way ANOVA","1871, Statistical analysis","Continuous","Other",NA,NA,NA,NA,NA,NA,NA,NA,"repeated measures: ANOVA repeated measures was used","Health","No-PN",NA,NA,NA,NA,NA,79
"111573635","111573635","28383","Preventive Medicine","2022","1","First publication of the study’s results","2, 1.1. Data",NA,"1","Adults","2, 1.1 Data","Individual","2, 1.1.1. Study design","Respondent",NA,"Simple/Probability","1.1.1. Study design","6","3, Table 1",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,6
"111575516","111575516","28566","Aids and Behavior","2021","1","Based on data that have been previously published","1308, TasP Trial Design",NA,"1","HIV positive individuals in rural South Africa","1306, Abstract","Cluster","1307, TasP Trial Design","geographic clusters","participants","Complete/Ratio","1307, TasP Trial Design","2","1307, TasP Trial Design",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated Measures: Baseline and every 6 month measurements for a 24 month period ~ Hierarchical Clustering: Participants nested in geographic clusters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIV disclosure and social support scores","Total Effect estimation","Outcomes were compared cross sectionally at each time point with Wilcoxon rank-sum test and Poisson mixed-effects models which took into account the correlation between repeated measures","1308-1309, Statistical Analysis","Non-normal Continuous,Discrete Counts","Random effects","Ignored",NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,65
